timestamp,sum_oi,sum_oi_value
1783052100000,3062696.04200000,191326621.74374000
1783052400000,3067747.67000000,191835042.55790088
1783052700000,3069893.21500000,191899024.86965000
1783053000000,3063514.72600000,191408400.08048000
1783053300000,3059544.21600000,191007345.40488000
1783053600000,3061128.54900000,191115186.46272457
1783053900000,3063742.29100000,191361343.49586000
1783054200000,3064660.88900000,191326779.30027000
1783054500000,3056553.23800000,190743654.24045524
1783054800000,3047284.03100000,190233662.98076470
1783055100000,3052872.78600000,190626775.24437368
1783055400000,3060421.95000000,191184559.21650000
1783055700000,3061843.85800000,191273385.80926000
1783056000000,3062348.78100000,191243681.37345000
1783056300000,3062162.78200000,190833984.57424000
1783056600000,3063992.04500000,191101183.84665000
1783056900000,3060631.69200000,191381299.70076000
1783057200000,3066751.54600000,191549301.56316000
1783057500000,3067659.62800000,191590331.34121472
1783057800000,3064673.91600000,191082418.66260000
1783058100000,3062375.51300000,191030984.50094000
1783058400000,3057335.62100000,190734660.76409703
1783058700000,3062732.29800000,190838849.48838000
1783059000000,3060790.19700000,190947153.29067174
1783059300000,3061360.73800000,190692160.37002000
1783059600000,3068264.31400000,191060818.83278000
1783059900000,3070915.12400000,191103048.16652000
1783060200000,3044335.02700000,189540298.78102000
1783060500000,3047077.47600000,190046222.17812000
1783060800000,3046495.18700000,189979439.86132000
1783061100000,3049226.15200000,190241219.62328000
1783061400000,3055104.02000000,190937863.75988110
1783061700000,3052465.61600000,190534903.75072000
1783062000000,3047378.90700000,190309137.19658223
1783062300000,3071232.96000000,191890635.34080000
1783062600000,3037951.25400000,190021912.32986630
1783062900000,3042125.98000000,190132873.75000000
1783063200000,3040676.27900000,189804428.87085320
1783063500000,3043477.37500000,190247770.71125000
1783063800000,3049349.64200000,191011261.57488000
1783064100000,3045018.09500000,190982623.11818165
1783064400000,3089328.63600000,194102518.19988000
1783064700000,3095853.31600000,194506341.79434760
1783065000000,3098933.38800000,194901091.07302310
1783065300000,3095209.75200000,194472028.71816000
1783065600000,3089259.89700000,193787978.07392040
1783065900000,3092494.49400000,194394203.89284000
1783066200000,3098015.73000000,194628619.54530984
1783066500000,3099064.49000000,194625124.20549090
1783066800000,3099365.11100000,194671122.62191000
1783067100000,3090740.49000000,194067595.36710000
1783067400000,3088135.60100000,193718746.25073000
1783067700000,3083068.11900000,193555016.51082000
1783068000000,3082237.36200000,193317927.34464000
1783068300000,3081936.00100000,193329845.34273000
1783068600000,3082519.79000000,193053171.47614875
1783068900000,3079776.04900000,193079567.22250214
1783069200000,3075223.37400000,192908762.25102000
1783069500000,3073725.78500000,192681973.66295970
1783069800000,3075669.25500000,192598408.74810000
1783070100000,3074859.25400000,192947143.01934537
1783070400000,3076614.29500000,192842941.96529773
1783070700000,3078116.24000000,192905544.76080000
1783071000000,3084788.10800000,193187851.42564565
1783071300000,3086489.13000000,193267809.50800680
1783071600000,3090634.68600000,193648471.13098170
1783071900000,3094746.80300000,193987620.10781327
1783072200000,3092727.06800000,193784704.43001258
1783072500000,3095277.35000000,193950078.75100000
1783072800000,3097575.78700000,193865635.90319526
1783073100000,3098446.87900000,193993759.09419000
1783073400000,3099258.47400000,194292513.73506000
1783073700000,3100563.86600000,194374348.75954000
1783074000000,3102048.96900000,194421648.60991055
1783074300000,3104270.63600000,194482555.34540000
1783074600000,3102709.66400000,194237647.05326337
1783074900000,3096462.54600000,193559873.75046000
1783075200000,3097990.78800000,193614589.27550468
1783075500000,3098741.27900000,193910659.26797655
1783075800000,3101954.07200000,193834310.25881740
1783076100000,3101398.09400000,193736661.29714240
1783076400000,3108910.42900000,194232629.44492552
1783076700000,3111792.75300000,194362575.35238000
1783077000000,3100956.88400000,193592738.26812000
1783077300000,3104280.88400000,194079640.86768000
1783077600000,3105468.03200000,194027727.06245914
1783077900000,3109985.00200000,194090973.00580856
1783078200000,3108326.59000000,193897412.68420000
1783078500000,3138071.29500000,195935824.16664833
1783078800000,3136520.37500000,195781601.80750000
1783079100000,3139729.01300000,196225361.80840942
1783079400000,3131749.84400000,195625336.63620096
1783079700000,3134786.53400000,195692242.07099128
1783080000000,3155266.54300000,196983290.27949000
1783080300000,3160082.18500000,196873120.12550000
1783080600000,3159729.61600000,197167128.03840000
1783080900000,3166998.52900000,197272338.37141000
1783081200000,3155879.44500000,196382029.89848330
1783081500000,3159900.55400000,196387819.43110000
1783081800000,3160622.83900000,196523850.08061603
1783082100000,3166870.02500000,197074321.65575000
1783082400000,3167667.04000000,197250626.58080000
1783082700000,3168334.42700000,197609018.21199000
1783083000000,3164764.56700000,197449661.33513000
